5.0, {'nt1': 0.0, 'nt10': 0.0, 'nt11': 0.0, 'nt12': 0.0, 'nt13': -0.004464286, 'nt14': 0.0, 'nt15': 0.0, 'nt16': 0.0, 'nt2': 0.0, 'nt3': 0.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': 0.0, 'nt7': 0.0, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 0, 'nt10': 0, 'nt11': 0, 'nt12': 0, 'nt13': 1, 'nt14': 0, 'nt15': 0, 'nt16': 0, 'nt2': 0, 'nt3': 0, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 0, 'nt8': 0, 'nt9': 0}, {'nt1': 0, 'nt10': 0, 'nt11': 0, 'nt12': 0, 'nt13': 1, 'nt14': 0, 'nt15': 0, 'nt16': 0, 'nt2': 0, 'nt3': 0, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 0, 'nt8': 0, 'nt9': 0}, 
1990.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -2.6517856, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -4.0, 'nt5': 0.0, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -4.0}, {'nt1': 9, 'nt10': 24, 'nt11': 24, 'nt12': 0, 'nt13': 8, 'nt14': 24, 'nt15': 25, 'nt16': 8, 'nt2': 24, 'nt3': 24, 'nt4': 10, 'nt5': 0, 'nt6': 24, 'nt7': 19, 'nt8': 0, 'nt9': 8}, {'nt1': 9, 'nt10': 24, 'nt11': 48, 'nt12': 0, 'nt13': 8, 'nt14': 73, 'nt15': 67, 'nt16': 8, 'nt2': 68, 'nt3': 60, 'nt4': 10, 'nt5': 0, 'nt6': 48, 'nt7': 19, 'nt8': 0, 'nt9': 8}, 
1995.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -2.830357, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -4.0, 'nt5': 0.0, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -4.0}, {'nt1': 9, 'nt10': 24, 'nt11': 24, 'nt12': 0, 'nt13': 8, 'nt14': 24, 'nt15': 25, 'nt16': 8, 'nt2': 24, 'nt3': 24, 'nt4': 10, 'nt5': 0, 'nt6': 24, 'nt7': 19, 'nt8': 0, 'nt9': 8}, {'nt1': 9, 'nt10': 24, 'nt11': 48, 'nt12': 0, 'nt13': 8, 'nt14': 73, 'nt15': 67, 'nt16': 8, 'nt2': 68, 'nt3': 60, 'nt4': 10, 'nt5': 0, 'nt6': 48, 'nt7': 19, 'nt8': 0, 'nt9': 8}, 
2000.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -3.017857, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -4.0, 'nt5': 0.0, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -4.0}, {'nt1': 9, 'nt10': 24, 'nt11': 24, 'nt12': 0, 'nt13': 8, 'nt14': 24, 'nt15': 25, 'nt16': 9, 'nt2': 24, 'nt3': 24, 'nt4': 10, 'nt5': 0, 'nt6': 24, 'nt7': 19, 'nt8': 0, 'nt9': 8}, {'nt1': 9, 'nt10': 24, 'nt11': 48, 'nt12': 0, 'nt13': 8, 'nt14': 73, 'nt15': 67, 'nt16': 9, 'nt2': 67, 'nt3': 60, 'nt4': 10, 'nt5': 0, 'nt6': 48, 'nt7': 19, 'nt8': 0, 'nt9': 8}, 
2005.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -3.2410715, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -4.0, 'nt5': 0.0, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -4.0}, {'nt1': 9, 'nt10': 24, 'nt11': 24, 'nt12': 0, 'nt13': 9, 'nt14': 24, 'nt15': 25, 'nt16': 10, 'nt2': 24, 'nt3': 24, 'nt4': 10, 'nt5': 0, 'nt6': 24, 'nt7': 19, 'nt8': 0, 'nt9': 8}, {'nt1': 9, 'nt10': 24, 'nt11': 48, 'nt12': 0, 'nt13': 9, 'nt14': 73, 'nt15': 65, 'nt16': 10, 'nt2': 64, 'nt3': 61, 'nt4': 10, 'nt5': 0, 'nt6': 48, 'nt7': 19, 'nt8': 0, 'nt9': 8}, 
2010.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -3.4642856, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -4.0, 'nt5': 0.0, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -4.0}, {'nt1': 9, 'nt10': 24, 'nt11': 24, 'nt12': 0, 'nt13': 9, 'nt14': 24, 'nt15': 25, 'nt16': 10, 'nt2': 24, 'nt3': 24, 'nt4': 10, 'nt5': 0, 'nt6': 24, 'nt7': 19, 'nt8': 0, 'nt9': 8}, {'nt1': 9, 'nt10': 24, 'nt11': 48, 'nt12': 0, 'nt13': 9, 'nt14': 74, 'nt15': 65, 'nt16': 10, 'nt2': 64, 'nt3': 62, 'nt4': 10, 'nt5': 0, 'nt6': 48, 'nt7': 19, 'nt8': 0, 'nt9': 8}, 
2015.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -3.6875, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -4.0, 'nt5': 0.0, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -4.0}, {'nt1': 9, 'nt10': 24, 'nt11': 24, 'nt12': 0, 'nt13': 9, 'nt14': 24, 'nt15': 25, 'nt16': 10, 'nt2': 24, 'nt3': 24, 'nt4': 10, 'nt5': 0, 'nt6': 24, 'nt7': 19, 'nt8': 0, 'nt9': 8}, {'nt1': 9, 'nt10': 24, 'nt11': 48, 'nt12': 0, 'nt13': 9, 'nt14': 74, 'nt15': 65, 'nt16': 10, 'nt2': 64, 'nt3': 63, 'nt4': 10, 'nt5': 0, 'nt6': 48, 'nt7': 19, 'nt8': 0, 'nt9': 8}, 
2020.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -3.9107144, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -4.0, 'nt5': 0.0, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -4.0}, {'nt1': 9, 'nt10': 24, 'nt11': 24, 'nt12': 0, 'nt13': 9, 'nt14': 24, 'nt15': 25, 'nt16': 10, 'nt2': 24, 'nt3': 24, 'nt4': 10, 'nt5': 0, 'nt6': 24, 'nt7': 19, 'nt8': 0, 'nt9': 8}, {'nt1': 9, 'nt10': 24, 'nt11': 48, 'nt12': 0, 'nt13': 9, 'nt14': 74, 'nt15': 65, 'nt16': 10, 'nt2': 64, 'nt3': 63, 'nt4': 10, 'nt5': 0, 'nt6': 48, 'nt7': 19, 'nt8': 0, 'nt9': 8}, 
2025.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -4.0, 'nt5': 0.0, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -4.0}, {'nt1': 7, 'nt10': 24, 'nt11': 24, 'nt12': 0, 'nt13': 9, 'nt14': 24, 'nt15': 25, 'nt16': 10, 'nt2': 24, 'nt3': 24, 'nt4': 10, 'nt5': 0, 'nt6': 24, 'nt7': 19, 'nt8': 0, 'nt9': 8}, {'nt1': 7, 'nt10': 24, 'nt11': 48, 'nt12': 0, 'nt13': 9, 'nt14': 74, 'nt15': 65, 'nt16': 10, 'nt2': 64, 'nt3': 63, 'nt4': 10, 'nt5': 0, 'nt6': 48, 'nt7': 19, 'nt8': 0, 'nt9': 8}, 
2030.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -4.0, 'nt5': 0.0, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -4.0}, {'nt1': 6, 'nt10': 24, 'nt11': 23, 'nt12': 0, 'nt13': 9, 'nt14': 24, 'nt15': 25, 'nt16': 10, 'nt2': 24, 'nt3': 24, 'nt4': 10, 'nt5': 0, 'nt6': 24, 'nt7': 19, 'nt8': 0, 'nt9': 8}, {'nt1': 6, 'nt10': 24, 'nt11': 45, 'nt12': 0, 'nt13': 9, 'nt14': 74, 'nt15': 65, 'nt16': 10, 'nt2': 65, 'nt3': 63, 'nt4': 10, 'nt5': 0, 'nt6': 48, 'nt7': 19, 'nt8': 0, 'nt9': 8}, 
2035.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -4.0, 'nt5': 0.0, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -4.0}, {'nt1': 6, 'nt10': 24, 'nt11': 23, 'nt12': 0, 'nt13': 9, 'nt14': 24, 'nt15': 25, 'nt16': 10, 'nt2': 24, 'nt3': 24, 'nt4': 10, 'nt5': 0, 'nt6': 24, 'nt7': 19, 'nt8': 0, 'nt9': 8}, {'nt1': 6, 'nt10': 24, 'nt11': 45, 'nt12': 0, 'nt13': 9, 'nt14': 74, 'nt15': 65, 'nt16': 10, 'nt2': 65, 'nt3': 63, 'nt4': 10, 'nt5': 0, 'nt6': 48, 'nt7': 19, 'nt8': 0, 'nt9': 8}, 
2040.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -4.0, 'nt5': 0.0, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -4.0}, {'nt1': 6, 'nt10': 24, 'nt11': 23, 'nt12': 0, 'nt13': 9, 'nt14': 24, 'nt15': 25, 'nt16': 10, 'nt2': 24, 'nt3': 24, 'nt4': 10, 'nt5': 0, 'nt6': 24, 'nt7': 19, 'nt8': 0, 'nt9': 8}, {'nt1': 6, 'nt10': 24, 'nt11': 45, 'nt12': 0, 'nt13': 9, 'nt14': 74, 'nt15': 65, 'nt16': 10, 'nt2': 65, 'nt3': 63, 'nt4': 10, 'nt5': 0, 'nt6': 48, 'nt7': 19, 'nt8': 0, 'nt9': 8}, 
2045.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -4.0, 'nt5': 0.0, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -4.0}, {'nt1': 8, 'nt10': 24, 'nt11': 23, 'nt12': 0, 'nt13': 8, 'nt14': 24, 'nt15': 25, 'nt16': 10, 'nt2': 24, 'nt3': 24, 'nt4': 10, 'nt5': 0, 'nt6': 24, 'nt7': 19, 'nt8': 0, 'nt9': 8}, {'nt1': 8, 'nt10': 24, 'nt11': 45, 'nt12': 0, 'nt13': 8, 'nt14': 72, 'nt15': 66, 'nt16': 10, 'nt2': 67, 'nt3': 62, 'nt4': 10, 'nt5': 0, 'nt6': 48, 'nt7': 19, 'nt8': 0, 'nt9': 8}, 
2050.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -4.0, 'nt5': 0.0, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -4.0}, {'nt1': 9, 'nt10': 24, 'nt11': 23, 'nt12': 0, 'nt13': 8, 'nt14': 24, 'nt15': 25, 'nt16': 10, 'nt2': 24, 'nt3': 24, 'nt4': 10, 'nt5': 0, 'nt6': 24, 'nt7': 19, 'nt8': 0, 'nt9': 8}, {'nt1': 9, 'nt10': 24, 'nt11': 45, 'nt12': 0, 'nt13': 8, 'nt14': 72, 'nt15': 66, 'nt16': 10, 'nt2': 68, 'nt3': 62, 'nt4': 10, 'nt5': 0, 'nt6': 48, 'nt7': 20, 'nt8': 0, 'nt9': 8}, 
2055.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -4.0, 'nt5': 0.0, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -4.0}, {'nt1': 9, 'nt10': 24, 'nt11': 23, 'nt12': 0, 'nt13': 8, 'nt14': 24, 'nt15': 24, 'nt16': 10, 'nt2': 24, 'nt3': 24, 'nt4': 10, 'nt5': 0, 'nt6': 24, 'nt7': 20, 'nt8': 0, 'nt9': 8}, {'nt1': 9, 'nt10': 24, 'nt11': 45, 'nt12': 0, 'nt13': 8, 'nt14': 73, 'nt15': 65, 'nt16': 10, 'nt2': 68, 'nt3': 62, 'nt4': 10, 'nt5': 0, 'nt6': 48, 'nt7': 21, 'nt8': 0, 'nt9': 8}, 
2060.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -4.0, 'nt5': 0.0, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -4.0}, {'nt1': 9, 'nt10': 24, 'nt11': 23, 'nt12': 0, 'nt13': 8, 'nt14': 24, 'nt15': 23, 'nt16': 10, 'nt2': 24, 'nt3': 24, 'nt4': 10, 'nt5': 0, 'nt6': 24, 'nt7': 20, 'nt8': 0, 'nt9': 8}, {'nt1': 9, 'nt10': 24, 'nt11': 45, 'nt12': 0, 'nt13': 8, 'nt14': 73, 'nt15': 65, 'nt16': 10, 'nt2': 68, 'nt3': 62, 'nt4': 10, 'nt5': 0, 'nt6': 48, 'nt7': 22, 'nt8': 0, 'nt9': 8}, 
2065.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -4.0, 'nt5': 0.0, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -4.0}, {'nt1': 9, 'nt10': 24, 'nt11': 23, 'nt12': 0, 'nt13': 9, 'nt14': 24, 'nt15': 24, 'nt16': 10, 'nt2': 24, 'nt3': 24, 'nt4': 10, 'nt5': 0, 'nt6': 23, 'nt7': 20, 'nt8': 0, 'nt9': 6}, {'nt1': 9, 'nt10': 24, 'nt11': 45, 'nt12': 0, 'nt13': 9, 'nt14': 74, 'nt15': 65, 'nt16': 10, 'nt2': 68, 'nt3': 62, 'nt4': 10, 'nt5': 0, 'nt6': 45, 'nt7': 22, 'nt8': 0, 'nt9': 6}, 
2070.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -4.0, 'nt5': 0.0, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -4.0}, {'nt1': 9, 'nt10': 24, 'nt11': 24, 'nt12': 0, 'nt13': 9, 'nt14': 24, 'nt15': 24, 'nt16': 9, 'nt2': 24, 'nt3': 24, 'nt4': 10, 'nt5': 0, 'nt6': 23, 'nt7': 20, 'nt8': 0, 'nt9': 6}, {'nt1': 9, 'nt10': 24, 'nt11': 47, 'nt12': 0, 'nt13': 9, 'nt14': 74, 'nt15': 64, 'nt16': 9, 'nt2': 68, 'nt3': 60, 'nt4': 10, 'nt5': 0, 'nt6': 45, 'nt7': 22, 'nt8': 0, 'nt9': 6}, 
2075.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -4.0, 'nt5': 0.0, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -4.0}, {'nt1': 9, 'nt10': 24, 'nt11': 24, 'nt12': 0, 'nt13': 9, 'nt14': 24, 'nt15': 24, 'nt16': 9, 'nt2': 24, 'nt3': 24, 'nt4': 10, 'nt5': 0, 'nt6': 23, 'nt7': 20, 'nt8': 0, 'nt9': 6}, {'nt1': 9, 'nt10': 24, 'nt11': 47, 'nt12': 0, 'nt13': 9, 'nt14': 74, 'nt15': 64, 'nt16': 9, 'nt2': 67, 'nt3': 59, 'nt4': 10, 'nt5': 0, 'nt6': 45, 'nt7': 22, 'nt8': 0, 'nt9': 6}, 
2080.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -4.0, 'nt5': 0.0, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -4.0}, {'nt1': 9, 'nt10': 24, 'nt11': 24, 'nt12': 0, 'nt13': 9, 'nt14': 24, 'nt15': 24, 'nt16': 9, 'nt2': 24, 'nt3': 24, 'nt4': 10, 'nt5': 0, 'nt6': 23, 'nt7': 23, 'nt8': 0, 'nt9': 6}, {'nt1': 9, 'nt10': 24, 'nt11': 47, 'nt12': 0, 'nt13': 9, 'nt14': 74, 'nt15': 64, 'nt16': 9, 'nt2': 67, 'nt3': 59, 'nt4': 10, 'nt5': 0, 'nt6': 45, 'nt7': 25, 'nt8': 0, 'nt9': 6}, 
2085.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -4.0, 'nt5': 0.0, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -4.0}, {'nt1': 9, 'nt10': 24, 'nt11': 24, 'nt12': 0, 'nt13': 7, 'nt14': 24, 'nt15': 24, 'nt16': 9, 'nt2': 24, 'nt3': 24, 'nt4': 10, 'nt5': 0, 'nt6': 23, 'nt7': 24, 'nt8': 0, 'nt9': 6}, {'nt1': 9, 'nt10': 25, 'nt11': 47, 'nt12': 0, 'nt13': 7, 'nt14': 74, 'nt15': 64, 'nt16': 9, 'nt2': 68, 'nt3': 59, 'nt4': 10, 'nt5': 0, 'nt6': 45, 'nt7': 26, 'nt8': 0, 'nt9': 6}, 
2090.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -4.0, 'nt5': -0.004464286, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -4.0}, {'nt1': 9, 'nt10': 24, 'nt11': 24, 'nt12': 0, 'nt13': 7, 'nt14': 24, 'nt15': 24, 'nt16': 10, 'nt2': 23, 'nt3': 24, 'nt4': 10, 'nt5': 1, 'nt6': 23, 'nt7': 24, 'nt8': 0, 'nt9': 6}, {'nt1': 9, 'nt10': 25, 'nt11': 47, 'nt12': 0, 'nt13': 7, 'nt14': 76, 'nt15': 64, 'nt16': 11, 'nt2': 67, 'nt3': 59, 'nt4': 10, 'nt5': 1, 'nt6': 45, 'nt7': 26, 'nt8': 0, 'nt9': 6}, 
2095.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -4.0, 'nt5': -0.04910714, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -4.0}, {'nt1': 9, 'nt10': 24, 'nt11': 24, 'nt12': 0, 'nt13': 7, 'nt14': 24, 'nt15': 24, 'nt16': 10, 'nt2': 23, 'nt3': 24, 'nt4': 10, 'nt5': 2, 'nt6': 23, 'nt7': 24, 'nt8': 0, 'nt9': 6}, {'nt1': 9, 'nt10': 25, 'nt11': 47, 'nt12': 0, 'nt13': 7, 'nt14': 76, 'nt15': 64, 'nt16': 11, 'nt2': 66, 'nt3': 59, 'nt4': 10, 'nt5': 2, 'nt6': 45, 'nt7': 26, 'nt8': 0, 'nt9': 6}, 
2100.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -4.0, 'nt5': -0.09375, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -4.0}, {'nt1': 8, 'nt10': 24, 'nt11': 24, 'nt12': 0, 'nt13': 7, 'nt14': 24, 'nt15': 24, 'nt16': 10, 'nt2': 23, 'nt3': 24, 'nt4': 10, 'nt5': 2, 'nt6': 23, 'nt7': 24, 'nt8': 0, 'nt9': 6}, {'nt1': 8, 'nt10': 26, 'nt11': 47, 'nt12': 0, 'nt13': 7, 'nt14': 76, 'nt15': 64, 'nt16': 11, 'nt2': 66, 'nt3': 59, 'nt4': 10, 'nt5': 2, 'nt6': 45, 'nt7': 26, 'nt8': 0, 'nt9': 6}, 
2105.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -4.0, 'nt5': -0.13839285, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -4.0}, {'nt1': 8, 'nt10': 23, 'nt11': 24, 'nt12': 0, 'nt13': 9, 'nt14': 24, 'nt15': 24, 'nt16': 10, 'nt2': 23, 'nt3': 24, 'nt4': 10, 'nt5': 2, 'nt6': 23, 'nt7': 23, 'nt8': 0, 'nt9': 6}, {'nt1': 8, 'nt10': 23, 'nt11': 47, 'nt12': 0, 'nt13': 9, 'nt14': 76, 'nt15': 64, 'nt16': 11, 'nt2': 66, 'nt3': 59, 'nt4': 10, 'nt5': 2, 'nt6': 46, 'nt7': 24, 'nt8': 0, 'nt9': 6}, 
2110.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -4.0, 'nt5': -0.18303572, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -4.0}, {'nt1': 8, 'nt10': 23, 'nt11': 24, 'nt12': 0, 'nt13': 9, 'nt14': 24, 'nt15': 24, 'nt16': 10, 'nt2': 23, 'nt3': 24, 'nt4': 10, 'nt5': 2, 'nt6': 24, 'nt7': 23, 'nt8': 0, 'nt9': 6}, {'nt1': 8, 'nt10': 23, 'nt11': 48, 'nt12': 0, 'nt13': 9, 'nt14': 76, 'nt15': 64, 'nt16': 11, 'nt2': 64, 'nt3': 59, 'nt4': 10, 'nt5': 2, 'nt6': 48, 'nt7': 24, 'nt8': 0, 'nt9': 6}, 
2115.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -4.0, 'nt5': -0.22767857, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -4.0}, {'nt1': 8, 'nt10': 23, 'nt11': 24, 'nt12': 0, 'nt13': 9, 'nt14': 24, 'nt15': 24, 'nt16': 10, 'nt2': 23, 'nt3': 24, 'nt4': 10, 'nt5': 2, 'nt6': 24, 'nt7': 23, 'nt8': 0, 'nt9': 6}, {'nt1': 8, 'nt10': 23, 'nt11': 48, 'nt12': 0, 'nt13': 9, 'nt14': 76, 'nt15': 64, 'nt16': 11, 'nt2': 62, 'nt3': 59, 'nt4': 10, 'nt5': 2, 'nt6': 48, 'nt7': 24, 'nt8': 0, 'nt9': 6}, 
2120.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -4.0, 'nt5': -0.27232143, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -4.0}, {'nt1': 9, 'nt10': 23, 'nt11': 24, 'nt12': 0, 'nt13': 9, 'nt14': 24, 'nt15': 24, 'nt16': 10, 'nt2': 24, 'nt3': 24, 'nt4': 10, 'nt5': 2, 'nt6': 24, 'nt7': 23, 'nt8': 0, 'nt9': 6}, {'nt1': 9, 'nt10': 23, 'nt11': 48, 'nt12': 0, 'nt13': 9, 'nt14': 76, 'nt15': 64, 'nt16': 11, 'nt2': 59, 'nt3': 60, 'nt4': 10, 'nt5': 2, 'nt6': 48, 'nt7': 24, 'nt8': 0, 'nt9': 6}, 
2125.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -4.0, 'nt5': -0.3169643, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -4.0}, {'nt1': 9, 'nt10': 23, 'nt11': 24, 'nt12': 0, 'nt13': 9, 'nt14': 24, 'nt15': 24, 'nt16': 10, 'nt2': 24, 'nt3': 24, 'nt4': 10, 'nt5': 2, 'nt6': 24, 'nt7': 23, 'nt8': 0, 'nt9': 6}, {'nt1': 9, 'nt10': 23, 'nt11': 48, 'nt12': 0, 'nt13': 9, 'nt14': 77, 'nt15': 64, 'nt16': 11, 'nt2': 58, 'nt3': 65, 'nt4': 10, 'nt5': 2, 'nt6': 48, 'nt7': 24, 'nt8': 0, 'nt9': 6}, 
