5.0, {'nt1': -0.004464286, 'nt10': 0.0, 'nt11': 0.0, 'nt12': 0.0, 'nt13': 0.0, 'nt14': 0.0, 'nt15': 0.0, 'nt16': 0.0, 'nt2': 0.0, 'nt3': 0.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': 0.0, 'nt7': 0.0, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 1, 'nt10': 0, 'nt11': 0, 'nt12': 0, 'nt13': 0, 'nt14': 0, 'nt15': 0, 'nt16': 0, 'nt2': 0, 'nt3': 0, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 0, 'nt8': 0, 'nt9': 0}, {'nt1': 1, 'nt10': 0, 'nt11': 0, 'nt12': 0, 'nt13': 0, 'nt14': 0, 'nt15': 0, 'nt16': 0, 'nt2': 0, 'nt3': 0, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 0, 'nt8': 0, 'nt9': 0}, 
485.0, {'nt1': -0.03125, 'nt10': -0.32142857, 'nt11': -0.45982143, 'nt12': 0.0, 'nt13': -1.1607143, 'nt14': -0.02232143, 'nt15': 0.0, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': -2.25, 'nt7': -1.2321428, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 1, 'nt10': 3, 'nt11': 4, 'nt12': 0, 'nt13': 7, 'nt14': 2, 'nt15': 0, 'nt16': 0, 'nt2': 24, 'nt3': 23, 'nt4': 0, 'nt5': 0, 'nt6': 16, 'nt7': 4, 'nt8': 0, 'nt9': 0}, {'nt1': 1, 'nt10': 3, 'nt11': 4, 'nt12': 0, 'nt13': 7, 'nt14': 2, 'nt15': 0, 'nt16': 0, 'nt2': 33, 'nt3': 32, 'nt4': 0, 'nt5': 0, 'nt6': 16, 'nt7': 6, 'nt8': 0, 'nt9': 0}, 
490.0, {'nt1': -0.07589286, 'nt10': -0.13839285, 'nt11': -0.54910713, 'nt12': 0.0, 'nt13': -1.34375, 'nt14': -0.06696428, 'nt15': 0.0, 'nt16': -0.03125, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': -2.607143, 'nt7': -1.3660715, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 2, 'nt10': 3, 'nt11': 4, 'nt12': 0, 'nt13': 9, 'nt14': 2, 'nt15': 0, 'nt16': 2, 'nt2': 24, 'nt3': 23, 'nt4': 0, 'nt5': 0, 'nt6': 16, 'nt7': 4, 'nt8': 0, 'nt9': 0}, {'nt1': 2, 'nt10': 3, 'nt11': 4, 'nt12': 0, 'nt13': 9, 'nt14': 2, 'nt15': 0, 'nt16': 2, 'nt2': 33, 'nt3': 31, 'nt4': 0, 'nt5': 0, 'nt6': 16, 'nt7': 6, 'nt8': 0, 'nt9': 0}, 
495.0, {'nt1': -0.12053572, 'nt10': -0.04017857, 'nt11': -0.65178573, 'nt12': 0.0, 'nt13': -1.5446428, 'nt14': -0.05357143, 'nt15': 0.0, 'nt16': -0.07589286, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': -2.3660715, 'nt7': -1.5133928, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 2, 'nt10': 1, 'nt11': 5, 'nt12': 0, 'nt13': 9, 'nt14': 1, 'nt15': 0, 'nt16': 2, 'nt2': 24, 'nt3': 24, 'nt4': 0, 'nt5': 0, 'nt6': 14, 'nt7': 4, 'nt8': 0, 'nt9': 0}, {'nt1': 2, 'nt10': 1, 'nt11': 5, 'nt12': 0, 'nt13': 9, 'nt14': 1, 'nt15': 0, 'nt16': 2, 'nt2': 34, 'nt3': 29, 'nt4': 0, 'nt5': 0, 'nt6': 14, 'nt7': 7, 'nt8': 0, 'nt9': 0}, 
500.0, {'nt1': -0.1875, 'nt10': 0.0, 'nt11': -0.77678573, 'nt12': 0.0, 'nt13': -1.7455357, 'nt14': 0.0, 'nt15': 0.0, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': -2.6785715, 'nt7': -1.7142857, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 3, 'nt10': 0, 'nt11': 6, 'nt12': 0, 'nt13': 9, 'nt14': 0, 'nt15': 0, 'nt16': 0, 'nt2': 24, 'nt3': 23, 'nt4': 0, 'nt5': 0, 'nt6': 14, 'nt7': 7, 'nt8': 0, 'nt9': 0}, {'nt1': 3, 'nt10': 0, 'nt11': 7, 'nt12': 0, 'nt13': 9, 'nt14': 0, 'nt15': 0, 'nt16': 0, 'nt2': 34, 'nt3': 30, 'nt4': 0, 'nt5': 0, 'nt6': 14, 'nt7': 10, 'nt8': 0, 'nt9': 0}, 
505.0, {'nt1': -0.27232143, 'nt10': 0.0, 'nt11': -0.98660713, 'nt12': 0.0, 'nt13': -1.9464285, 'nt14': -0.026785715, 'nt15': 0.0, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': -2.3392856, 'nt7': -1.9375, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 4, 'nt10': 0, 'nt11': 6, 'nt12': 0, 'nt13': 9, 'nt14': 2, 'nt15': 0, 'nt16': 0, 'nt2': 24, 'nt3': 23, 'nt4': 0, 'nt5': 0, 'nt6': 12, 'nt7': 7, 'nt8': 0, 'nt9': 0}, {'nt1': 4, 'nt10': 0, 'nt11': 11, 'nt12': 0, 'nt13': 9, 'nt14': 2, 'nt15': 0, 'nt16': 0, 'nt2': 34, 'nt3': 35, 'nt4': 0, 'nt5': 0, 'nt6': 12, 'nt7': 10, 'nt8': 0, 'nt9': 0}, 
510.0, {'nt1': -0.36160713, 'nt10': -0.02232143, 'nt11': -0.59821427, 'nt12': 0.0, 'nt13': -2.1473215, 'nt14': -0.084821425, 'nt15': -0.004464286, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': -1.9776785, 'nt7': -2.1607144, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 4, 'nt10': 1, 'nt11': 5, 'nt12': 0, 'nt13': 9, 'nt14': 3, 'nt15': 1, 'nt16': 0, 'nt2': 24, 'nt3': 24, 'nt4': 0, 'nt5': 0, 'nt6': 10, 'nt7': 7, 'nt8': 0, 'nt9': 0}, {'nt1': 4, 'nt10': 1, 'nt11': 9, 'nt12': 0, 'nt13': 9, 'nt14': 3, 'nt15': 1, 'nt16': 0, 'nt2': 34, 'nt3': 40, 'nt4': 0, 'nt5': 0, 'nt6': 10, 'nt7': 10, 'nt8': 0, 'nt9': 0}, 
515.0, {'nt1': -0.4732143, 'nt10': 0.0, 'nt11': -0.79910713, 'nt12': 0.0, 'nt13': -2.3482144, 'nt14': -0.17410715, 'nt15': 0.0, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': -1.6383928, 'nt7': -0.96875, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 5, 'nt10': 0, 'nt11': 5, 'nt12': 0, 'nt13': 9, 'nt14': 5, 'nt15': 0, 'nt16': 0, 'nt2': 24, 'nt3': 24, 'nt4': 0, 'nt5': 0, 'nt6': 8, 'nt7': 5, 'nt8': 0, 'nt9': 0}, {'nt1': 5, 'nt10': 0, 'nt11': 9, 'nt12': 0, 'nt13': 9, 'nt14': 5, 'nt15': 0, 'nt16': 0, 'nt2': 34, 'nt3': 39, 'nt4': 0, 'nt5': 0, 'nt6': 8, 'nt7': 6, 'nt8': 0, 'nt9': 0}, 
520.0, {'nt1': -0.59375, 'nt10': -0.008928572, 'nt11': -1.0, 'nt12': 0.0, 'nt13': -2.549107, 'nt14': -0.33035713, 'nt15': 0.0, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': -1.0535715, 'nt7': -1.1026785, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 6, 'nt10': 1, 'nt11': 5, 'nt12': 0, 'nt13': 9, 'nt14': 8, 'nt15': 0, 'nt16': 0, 'nt2': 24, 'nt3': 24, 'nt4': 0, 'nt5': 0, 'nt6': 5, 'nt7': 5, 'nt8': 0, 'nt9': 0}, {'nt1': 6, 'nt10': 1, 'nt11': 9, 'nt12': 0, 'nt13': 9, 'nt14': 8, 'nt15': 0, 'nt16': 0, 'nt2': 33, 'nt3': 34, 'nt4': 0, 'nt5': 0, 'nt6': 5, 'nt7': 6, 'nt8': 0, 'nt9': 0}, 
525.0, {'nt1': -0.73214287, 'nt10': -0.035714287, 'nt11': -0.62946427, 'nt12': 0.0, 'nt13': -2.75, 'nt14': -0.5089286, 'nt15': 0.0, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': -0.65178573, 'nt7': -1.2366072, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 7, 'nt10': 2, 'nt11': 4, 'nt12': 0, 'nt13': 9, 'nt14': 8, 'nt15': 0, 'nt16': 0, 'nt2': 24, 'nt3': 24, 'nt4': 0, 'nt5': 0, 'nt6': 3, 'nt7': 5, 'nt8': 0, 'nt9': 0}, {'nt1': 7, 'nt10': 2, 'nt11': 7, 'nt12': 0, 'nt13': 9, 'nt14': 8, 'nt15': 0, 'nt16': 0, 'nt2': 33, 'nt3': 32, 'nt4': 0, 'nt5': 0, 'nt6': 3, 'nt7': 6, 'nt8': 0, 'nt9': 0}, 
530.0, {'nt1': -0.88839287, 'nt10': -0.102678575, 'nt11': -0.13839285, 'nt12': 0.0, 'nt13': -2.950893, 'nt14': -0.6875, 'nt15': 0.0, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': -0.71875, 'nt7': -1.3794643, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 7, 'nt10': 4, 'nt11': 2, 'nt12': 0, 'nt13': 9, 'nt14': 8, 'nt15': 0, 'nt16': 0, 'nt2': 24, 'nt3': 25, 'nt4': 0, 'nt5': 0, 'nt6': 3, 'nt7': 6, 'nt8': 0, 'nt9': 0}, {'nt1': 7, 'nt10': 4, 'nt11': 2, 'nt12': 0, 'nt13': 9, 'nt14': 8, 'nt15': 0, 'nt16': 0, 'nt2': 34, 'nt3': 32, 'nt4': 0, 'nt5': 0, 'nt6': 3, 'nt7': 7, 'nt8': 0, 'nt9': 0}, 
535.0, {'nt1': -1.0580357, 'nt10': -0.20982143, 'nt11': -0.18303572, 'nt12': 0.0, 'nt13': -3.1517856, 'nt14': -0.73660713, 'nt15': -0.02232143, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -0.008928572, 'nt5': 0.0, 'nt6': -0.51785713, 'nt7': -1.5625, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 8, 'nt10': 6, 'nt11': 2, 'nt12': 0, 'nt13': 9, 'nt14': 9, 'nt15': 2, 'nt16': 0, 'nt2': 24, 'nt3': 24, 'nt4': 1, 'nt5': 0, 'nt6': 3, 'nt7': 6, 'nt8': 0, 'nt9': 0}, {'nt1': 8, 'nt10': 6, 'nt11': 2, 'nt12': 0, 'nt13': 9, 'nt14': 9, 'nt15': 2, 'nt16': 0, 'nt2': 33, 'nt3': 32, 'nt4': 1, 'nt5': 0, 'nt6': 3, 'nt7': 9, 'nt8': 0, 'nt9': 0}, 
540.0, {'nt1': -1.2366072, 'nt10': -0.38392857, 'nt11': -0.27232143, 'nt12': 0.0, 'nt13': -3.3526785, 'nt14': -0.9375, 'nt15': -0.06696428, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -0.0625, 'nt5': 0.0, 'nt6': -0.5848214, 'nt7': -1.7633928, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 8, 'nt10': 9, 'nt11': 3, 'nt12': 0, 'nt13': 9, 'nt14': 9, 'nt15': 2, 'nt16': 0, 'nt2': 24, 'nt3': 24, 'nt4': 3, 'nt5': 0, 'nt6': 3, 'nt7': 6, 'nt8': 0, 'nt9': 0}, {'nt1': 8, 'nt10': 9, 'nt11': 5, 'nt12': 0, 'nt13': 9, 'nt14': 9, 'nt15': 2, 'nt16': 0, 'nt2': 33, 'nt3': 35, 'nt4': 3, 'nt5': 0, 'nt6': 3, 'nt7': 9, 'nt8': 0, 'nt9': 0}, 
545.0, {'nt1': -1.4375, 'nt10': -0.62946427, 'nt11': -0.38392857, 'nt12': 0.0, 'nt13': -3.0044644, 'nt14': -1.1383928, 'nt15': -0.12053572, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -0.12946428, 'nt5': 0.0, 'nt6': -0.6651786, 'nt7': -1.2142857, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 12, 'nt11': 3, 'nt12': 0, 'nt13': 8, 'nt14': 9, 'nt15': 3, 'nt16': 0, 'nt2': 24, 'nt3': 24, 'nt4': 3, 'nt5': 0, 'nt6': 5, 'nt7': 5, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 12, 'nt11': 5, 'nt12': 0, 'nt13': 8, 'nt14': 9, 'nt15': 3, 'nt16': 0, 'nt2': 33, 'nt3': 33, 'nt4': 3, 'nt5': 0, 'nt6': 5, 'nt7': 6, 'nt8': 0, 'nt9': 0}, 
550.0, {'nt1': -1.6383928, 'nt10': -0.64285713, 'nt11': -0.4955357, 'nt12': 0.0, 'nt13': -1.7321428, 'nt14': -1.3392857, 'nt15': -0.071428575, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -0.19642857, 'nt5': 0.0, 'nt6': -0.8214286, 'nt7': -1.3482143, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 11, 'nt11': 3, 'nt12': 0, 'nt13': 5, 'nt14': 9, 'nt15': 4, 'nt16': 0, 'nt2': 24, 'nt3': 24, 'nt4': 3, 'nt5': 0, 'nt6': 8, 'nt7': 5, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 11, 'nt11': 5, 'nt12': 0, 'nt13': 5, 'nt14': 9, 'nt15': 4, 'nt16': 0, 'nt2': 33, 'nt3': 31, 'nt4': 3, 'nt5': 0, 'nt6': 8, 'nt7': 6, 'nt8': 0, 'nt9': 0}, 
555.0, {'nt1': -1.8392857, 'nt10': -0.64285713, 'nt11': -0.60714287, 'nt12': 0.0, 'nt13': -1.4151785, 'nt14': -1.5401785, 'nt15': -0.16071428, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -0.084821425, 'nt5': 0.0, 'nt6': -0.36160713, 'nt7': -0.6339286, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 9, 'nt11': 3, 'nt12': 0, 'nt13': 4, 'nt14': 9, 'nt15': 4, 'nt16': 0, 'nt2': 24, 'nt3': 24, 'nt4': 2, 'nt5': 0, 'nt6': 11, 'nt7': 3, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 9, 'nt11': 5, 'nt12': 0, 'nt13': 4, 'nt14': 9, 'nt15': 4, 'nt16': 0, 'nt2': 33, 'nt3': 29, 'nt4': 2, 'nt5': 0, 'nt6': 11, 'nt7': 3, 'nt8': 0, 'nt9': 0}, 
560.0, {'nt1': -2.0401785, 'nt10': -0.6026786, 'nt11': -0.71875, 'nt12': 0.0, 'nt13': -1.5044643, 'nt14': -1.75, 'nt15': -0.25, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -0.12946428, 'nt5': 0.0, 'nt6': -0.4375, 'nt7': -0.7098214, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 7, 'nt11': 3, 'nt12': 0, 'nt13': 4, 'nt14': 9, 'nt15': 4, 'nt16': 0, 'nt2': 24, 'nt3': 23, 'nt4': 2, 'nt5': 0, 'nt6': 11, 'nt7': 3, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 7, 'nt11': 5, 'nt12': 0, 'nt13': 4, 'nt14': 10, 'nt15': 4, 'nt16': 0, 'nt2': 33, 'nt3': 27, 'nt4': 2, 'nt5': 0, 'nt6': 11, 'nt7': 4, 'nt8': 0, 'nt9': 0}, 
565.0, {'nt1': -2.2410715, 'nt10': -0.38392857, 'nt11': -0.125, 'nt12': 0.0, 'nt13': -1.1294643, 'nt14': -2.013393, 'nt15': -0.3392857, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': -0.52678573, 'nt7': -0.84375, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 4, 'nt11': 1, 'nt12': 0, 'nt13': 3, 'nt14': 11, 'nt15': 4, 'nt16': 0, 'nt2': 24, 'nt3': 24, 'nt4': 0, 'nt5': 0, 'nt6': 11, 'nt7': 4, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 4, 'nt11': 1, 'nt12': 0, 'nt13': 3, 'nt14': 14, 'nt15': 4, 'nt16': 0, 'nt2': 33, 'nt3': 28, 'nt4': 0, 'nt5': 0, 'nt6': 11, 'nt7': 7, 'nt8': 0, 'nt9': 0}, 
570.0, {'nt1': -2.4419644, 'nt10': -0.4732143, 'nt11': -0.14732143, 'nt12': 0.0, 'nt13': -1.2008928, 'nt14': -2.3973215, 'nt15': -0.3080357, 'nt16': -0.02232143, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -0.004464286, 'nt5': 0.0, 'nt6': -0.7723214, 'nt7': -1.0, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 4, 'nt11': 1, 'nt12': 0, 'nt13': 4, 'nt14': 14, 'nt15': 3, 'nt16': 1, 'nt2': 24, 'nt3': 22, 'nt4': 1, 'nt5': 0, 'nt6': 11, 'nt7': 4, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 4, 'nt11': 1, 'nt12': 0, 'nt13': 4, 'nt14': 20, 'nt15': 3, 'nt16': 1, 'nt2': 33, 'nt3': 27, 'nt4': 1, 'nt5': 0, 'nt6': 11, 'nt7': 7, 'nt8': 0, 'nt9': 0}, 
575.0, {'nt1': -2.642857, 'nt10': -0.40625, 'nt11': -0.20535715, 'nt12': 0.0, 'nt13': -1.2901785, 'nt14': -2.7276785, 'nt15': -0.375, 'nt16': -0.04464286, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': -0.7723214, 'nt7': -1.15625, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 3, 'nt11': 2, 'nt12': 0, 'nt13': 4, 'nt14': 15, 'nt15': 3, 'nt16': 1, 'nt2': 24, 'nt3': 22, 'nt4': 0, 'nt5': 0, 'nt6': 9, 'nt7': 4, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 3, 'nt11': 3, 'nt12': 0, 'nt13': 4, 'nt14': 19, 'nt15': 3, 'nt16': 1, 'nt2': 33, 'nt3': 30, 'nt4': 0, 'nt5': 0, 'nt6': 9, 'nt7': 7, 'nt8': 0, 'nt9': 0}, 
580.0, {'nt1': -2.84375, 'nt10': -0.4732143, 'nt11': -0.29017857, 'nt12': 0.0, 'nt13': -0.87946427, 'nt14': -3.200893, 'nt15': -0.4419643, 'nt16': -0.06696428, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': -0.71428573, 'nt7': -1.3125, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 3, 'nt11': 3, 'nt12': 0, 'nt13': 6, 'nt14': 18, 'nt15': 3, 'nt16': 1, 'nt2': 24, 'nt3': 22, 'nt4': 0, 'nt5': 0, 'nt6': 7, 'nt7': 4, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 3, 'nt11': 4, 'nt12': 0, 'nt13': 6, 'nt14': 22, 'nt15': 3, 'nt16': 1, 'nt2': 33, 'nt3': 30, 'nt4': 0, 'nt5': 0, 'nt6': 7, 'nt7': 7, 'nt8': 0, 'nt9': 0}, 
585.0, {'nt1': -3.044643, 'nt10': -0.1875, 'nt11': -0.04017857, 'nt12': 0.0, 'nt13': -0.15625, 'nt14': -3.611607, 'nt15': -0.51785713, 'nt16': -0.08928572, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': -0.87053573, 'nt7': -1.5089285, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 4, 'nt11': 1, 'nt12': 0, 'nt13': 5, 'nt14': 19, 'nt15': 4, 'nt16': 1, 'nt2': 24, 'nt3': 22, 'nt4': 0, 'nt5': 0, 'nt6': 7, 'nt7': 6, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 4, 'nt11': 1, 'nt12': 0, 'nt13': 5, 'nt14': 22, 'nt15': 4, 'nt16': 1, 'nt2': 33, 'nt3': 29, 'nt4': 0, 'nt5': 0, 'nt6': 7, 'nt7': 10, 'nt8': 0, 'nt9': 0}, 
590.0, {'nt1': -3.2455356, 'nt10': -0.2767857, 'nt11': 0.0, 'nt12': 0.0, 'nt13': -0.26785713, 'nt14': -3.7901785, 'nt15': -0.23214285, 'nt16': -0.11160714, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': -1.0267857, 'nt7': -0.68303573, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 4, 'nt11': 0, 'nt12': 0, 'nt13': 5, 'nt14': 19, 'nt15': 3, 'nt16': 1, 'nt2': 24, 'nt3': 21, 'nt4': 0, 'nt5': 0, 'nt6': 7, 'nt7': 6, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 4, 'nt11': 0, 'nt12': 0, 'nt13': 5, 'nt14': 19, 'nt15': 3, 'nt16': 1, 'nt2': 33, 'nt3': 28, 'nt4': 0, 'nt5': 0, 'nt6': 7, 'nt7': 9, 'nt8': 0, 'nt9': 0}, 
595.0, {'nt1': -3.4464285, 'nt10': -0.102678575, 'nt11': 0.0, 'nt12': 0.0, 'nt13': -0.39285713, 'nt14': -4.0, 'nt15': -0.04017857, 'nt16': -0.13392857, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -0.004464286, 'nt5': 0.0, 'nt6': -0.99553573, 'nt7': -0.8839286, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 2, 'nt11': 0, 'nt12': 0, 'nt13': 6, 'nt14': 21, 'nt15': 1, 'nt16': 1, 'nt2': 23, 'nt3': 22, 'nt4': 1, 'nt5': 0, 'nt6': 6, 'nt7': 6, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 2, 'nt11': 0, 'nt12': 0, 'nt13': 6, 'nt14': 21, 'nt15': 1, 'nt16': 1, 'nt2': 33, 'nt3': 28, 'nt4': 1, 'nt5': 0, 'nt6': 6, 'nt7': 9, 'nt8': 0, 'nt9': 0}, 
600.0, {'nt1': -3.6473215, 'nt10': -0.14732143, 'nt11': 0.0, 'nt12': 0.0, 'nt13': -0.38839287, 'nt14': -4.0, 'nt15': -0.0625, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -0.04910714, 'nt5': 0.0, 'nt6': -0.54910713, 'nt7': -1.0848215, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 2, 'nt11': 0, 'nt12': 0, 'nt13': 5, 'nt14': 21, 'nt15': 1, 'nt16': 0, 'nt2': 22, 'nt3': 22, 'nt4': 3, 'nt5': 0, 'nt6': 5, 'nt7': 6, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 2, 'nt11': 0, 'nt12': 0, 'nt13': 5, 'nt14': 22, 'nt15': 1, 'nt16': 0, 'nt2': 32, 'nt3': 28, 'nt4': 3, 'nt5': 0, 'nt6': 5, 'nt7': 9, 'nt8': 0, 'nt9': 0}, 
605.0, {'nt1': -3.8482144, 'nt10': -0.09375, 'nt11': -0.004464286, 'nt12': 0.0, 'nt13': -0.51339287, 'nt14': -4.0, 'nt15': 0.0, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -0.116071425, 'nt5': 0.0, 'nt6': -0.66071427, 'nt7': -1.2991072, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 1, 'nt11': 1, 'nt12': 0, 'nt13': 6, 'nt14': 21, 'nt15': 0, 'nt16': 0, 'nt2': 19, 'nt3': 22, 'nt4': 3, 'nt5': 0, 'nt6': 5, 'nt7': 6, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 1, 'nt11': 1, 'nt12': 0, 'nt13': 6, 'nt14': 24, 'nt15': 0, 'nt16': 0, 'nt2': 28, 'nt3': 27, 'nt4': 3, 'nt5': 0, 'nt6': 5, 'nt7': 10, 'nt8': 0, 'nt9': 0}, 
610.0, {'nt1': -4.0, 'nt10': -0.125, 'nt11': -0.026785715, 'nt12': 0.0, 'nt13': -0.6473214, 'nt14': -4.0, 'nt15': 0.0, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -0.04910714, 'nt5': 0.0, 'nt6': -0.77678573, 'nt7': -1.5580357, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 2, 'nt11': 1, 'nt12': 0, 'nt13': 6, 'nt14': 22, 'nt15': 0, 'nt16': 0, 'nt2': 19, 'nt3': 20, 'nt4': 1, 'nt5': 0, 'nt6': 6, 'nt7': 7, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 2, 'nt11': 1, 'nt12': 0, 'nt13': 6, 'nt14': 23, 'nt15': 0, 'nt16': 0, 'nt2': 28, 'nt3': 25, 'nt4': 1, 'nt5': 0, 'nt6': 6, 'nt7': 12, 'nt8': 0, 'nt9': 0}, 
615.0, {'nt1': -4.0, 'nt10': -0.20982143, 'nt11': -0.058035713, 'nt12': 0.0, 'nt13': -0.45089287, 'nt14': -4.0, 'nt15': 0.0, 'nt16': 0.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': -0.91964287, 'nt7': -1.8258928, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 5, 'nt11': 1, 'nt12': 0, 'nt13': 5, 'nt14': 22, 'nt15': 0, 'nt16': 0, 'nt2': 17, 'nt3': 20, 'nt4': 0, 'nt5': 0, 'nt6': 7, 'nt7': 7, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 5, 'nt11': 2, 'nt12': 0, 'nt13': 5, 'nt14': 22, 'nt15': 0, 'nt16': 0, 'nt2': 26, 'nt3': 30, 'nt4': 0, 'nt5': 0, 'nt6': 7, 'nt7': 12, 'nt8': 0, 'nt9': 0}, 
