5.0, {'nt1': -0.004464286, 'nt10': 0.0, 'nt11': 0.0, 'nt12': 0.0, 'nt13': 0.0, 'nt14': 0.0, 'nt15': 0.0, 'nt16': 0.0, 'nt2': 0.0, 'nt3': 0.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': 0.0, 'nt7': 0.0, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 1, 'nt10': 0, 'nt11': 0, 'nt12': 0, 'nt13': 0, 'nt14': 0, 'nt15': 0, 'nt16': 0, 'nt2': 0, 'nt3': 0, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 0, 'nt8': 0, 'nt9': 0}, {'nt1': 1, 'nt10': 0, 'nt11': 0, 'nt12': 0, 'nt13': 0, 'nt14': 0, 'nt15': 0, 'nt16': 0, 'nt2': 0, 'nt3': 0, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 0, 'nt8': 0, 'nt9': 0}, 
1730.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -0.6875, 'nt12': 0.0, 'nt13': 0.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -4.0, 'nt5': 0.0, 'nt6': -4.0, 'nt7': 0.0, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 24, 'nt11': 6, 'nt12': 0, 'nt13': 0, 'nt14': 24, 'nt15': 24, 'nt16': 10, 'nt2': 24, 'nt3': 24, 'nt4': 10, 'nt5': 0, 'nt6': 24, 'nt7': 0, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 24, 'nt11': 6, 'nt12': 0, 'nt13': 0, 'nt14': 78, 'nt15': 34, 'nt16': 10, 'nt2': 73, 'nt3': 73, 'nt4': 10, 'nt5': 0, 'nt6': 24, 'nt7': 0, 'nt8': 0, 'nt9': 0}, 
1735.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -0.8348214, 'nt12': 0.0, 'nt13': 0.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -4.0, 'nt5': 0.0, 'nt6': -4.0, 'nt7': 0.0, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 24, 'nt11': 7, 'nt12': 0, 'nt13': 0, 'nt14': 24, 'nt15': 24, 'nt16': 10, 'nt2': 24, 'nt3': 24, 'nt4': 10, 'nt5': 0, 'nt6': 24, 'nt7': 0, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 24, 'nt11': 7, 'nt12': 0, 'nt13': 0, 'nt14': 78, 'nt15': 34, 'nt16': 10, 'nt2': 73, 'nt3': 73, 'nt4': 12, 'nt5': 0, 'nt6': 24, 'nt7': 0, 'nt8': 0, 'nt9': 0}, 
1740.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -1.0089285, 'nt12': 0.0, 'nt13': 0.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -4.0, 'nt5': 0.0, 'nt6': -4.0, 'nt7': 0.0, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 24, 'nt11': 8, 'nt12': 0, 'nt13': 0, 'nt14': 24, 'nt15': 24, 'nt16': 10, 'nt2': 24, 'nt3': 24, 'nt4': 10, 'nt5': 0, 'nt6': 24, 'nt7': 0, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 24, 'nt11': 8, 'nt12': 0, 'nt13': 0, 'nt14': 78, 'nt15': 34, 'nt16': 10, 'nt2': 73, 'nt3': 73, 'nt4': 13, 'nt5': 0, 'nt6': 24, 'nt7': 0, 'nt8': 0, 'nt9': 0}, 
1745.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -1.1875, 'nt12': 0.0, 'nt13': 0.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -4.0, 'nt5': 0.0, 'nt6': -4.0, 'nt7': 0.0, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 24, 'nt11': 8, 'nt12': 0, 'nt13': 0, 'nt14': 24, 'nt15': 24, 'nt16': 10, 'nt2': 24, 'nt3': 24, 'nt4': 10, 'nt5': 0, 'nt6': 24, 'nt7': 0, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 24, 'nt11': 8, 'nt12': 0, 'nt13': 0, 'nt14': 78, 'nt15': 34, 'nt16': 10, 'nt2': 73, 'nt3': 73, 'nt4': 13, 'nt5': 0, 'nt6': 24, 'nt7': 0, 'nt8': 0, 'nt9': 0}, 
1750.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -0.82589287, 'nt12': 0.0, 'nt13': 0.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -4.0, 'nt5': 0.0, 'nt6': -4.0, 'nt7': 0.0, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 24, 'nt11': 6, 'nt12': 0, 'nt13': 0, 'nt14': 24, 'nt15': 24, 'nt16': 10, 'nt2': 24, 'nt3': 24, 'nt4': 10, 'nt5': 0, 'nt6': 24, 'nt7': 0, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 24, 'nt11': 6, 'nt12': 0, 'nt13': 0, 'nt14': 78, 'nt15': 34, 'nt16': 10, 'nt2': 73, 'nt3': 73, 'nt4': 10, 'nt5': 0, 'nt6': 24, 'nt7': 0, 'nt8': 0, 'nt9': 0}, 
1755.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -0.5535714, 'nt12': 0.0, 'nt13': -0.004464286, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -4.0, 'nt5': 0.0, 'nt6': -4.0, 'nt7': 0.0, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 24, 'nt11': 5, 'nt12': 0, 'nt13': 1, 'nt14': 24, 'nt15': 24, 'nt16': 10, 'nt2': 24, 'nt3': 24, 'nt4': 10, 'nt5': 0, 'nt6': 24, 'nt7': 0, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 24, 'nt11': 5, 'nt12': 0, 'nt13': 1, 'nt14': 78, 'nt15': 34, 'nt16': 10, 'nt2': 73, 'nt3': 73, 'nt4': 10, 'nt5': 0, 'nt6': 24, 'nt7': 0, 'nt8': 0, 'nt9': 0}, 
1760.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -0.27232143, 'nt12': 0.0, 'nt13': -0.026785715, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -4.0, 'nt5': 0.0, 'nt6': -4.0, 'nt7': 0.0, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 24, 'nt11': 3, 'nt12': 0, 'nt13': 1, 'nt14': 24, 'nt15': 24, 'nt16': 10, 'nt2': 24, 'nt3': 24, 'nt4': 10, 'nt5': 0, 'nt6': 24, 'nt7': 0, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 24, 'nt11': 3, 'nt12': 0, 'nt13': 1, 'nt14': 78, 'nt15': 34, 'nt16': 10, 'nt2': 73, 'nt3': 73, 'nt4': 10, 'nt5': 0, 'nt6': 24, 'nt7': 0, 'nt8': 0, 'nt9': 0}, 
1765.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': 0.0, 'nt12': 0.0, 'nt13': -0.04910714, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -4.0, 'nt5': 0.0, 'nt6': -4.0, 'nt7': 0.0, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 24, 'nt11': 0, 'nt12': 0, 'nt13': 1, 'nt14': 24, 'nt15': 24, 'nt16': 10, 'nt2': 24, 'nt3': 24, 'nt4': 10, 'nt5': 0, 'nt6': 24, 'nt7': 0, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 24, 'nt11': 0, 'nt12': 0, 'nt13': 1, 'nt14': 78, 'nt15': 34, 'nt16': 10, 'nt2': 73, 'nt3': 73, 'nt4': 10, 'nt5': 0, 'nt6': 24, 'nt7': 0, 'nt8': 0, 'nt9': 0}, 
1770.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -0.004464286, 'nt12': 0.0, 'nt13': 0.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -4.0, 'nt5': 0.0, 'nt6': -4.0, 'nt7': 0.0, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 24, 'nt11': 1, 'nt12': 0, 'nt13': 0, 'nt14': 24, 'nt15': 24, 'nt16': 10, 'nt2': 24, 'nt3': 24, 'nt4': 10, 'nt5': 0, 'nt6': 24, 'nt7': 0, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 24, 'nt11': 1, 'nt12': 0, 'nt13': 0, 'nt14': 78, 'nt15': 34, 'nt16': 10, 'nt2': 73, 'nt3': 73, 'nt4': 11, 'nt5': 0, 'nt6': 24, 'nt7': 0, 'nt8': 0, 'nt9': 0}, 
1775.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -0.026785715, 'nt12': 0.0, 'nt13': 0.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -4.0, 'nt5': 0.0, 'nt6': -4.0, 'nt7': -0.008928572, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 24, 'nt11': 1, 'nt12': 0, 'nt13': 0, 'nt14': 24, 'nt15': 24, 'nt16': 10, 'nt2': 24, 'nt3': 24, 'nt4': 10, 'nt5': 0, 'nt6': 24, 'nt7': 1, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 24, 'nt11': 1, 'nt12': 0, 'nt13': 0, 'nt14': 78, 'nt15': 34, 'nt16': 10, 'nt2': 73, 'nt3': 73, 'nt4': 11, 'nt5': 0, 'nt6': 24, 'nt7': 1, 'nt8': 0, 'nt9': 0}, 
1780.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -0.04910714, 'nt12': 0.0, 'nt13': -0.013392857, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -4.0, 'nt5': 0.0, 'nt6': -4.0, 'nt7': -0.071428575, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 24, 'nt11': 1, 'nt12': 0, 'nt13': 1, 'nt14': 24, 'nt15': 24, 'nt16': 10, 'nt2': 24, 'nt3': 24, 'nt4': 10, 'nt5': 0, 'nt6': 24, 'nt7': 5, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 24, 'nt11': 1, 'nt12': 0, 'nt13': 1, 'nt14': 78, 'nt15': 34, 'nt16': 10, 'nt2': 73, 'nt3': 73, 'nt4': 11, 'nt5': 0, 'nt6': 24, 'nt7': 5, 'nt8': 0, 'nt9': 0}, 
1785.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': 0.0, 'nt12': 0.0, 'nt13': -0.035714287, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -4.0, 'nt5': 0.0, 'nt6': -4.0, 'nt7': -0.116071425, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 24, 'nt11': 0, 'nt12': 0, 'nt13': 1, 'nt14': 24, 'nt15': 24, 'nt16': 10, 'nt2': 24, 'nt3': 24, 'nt4': 10, 'nt5': 0, 'nt6': 24, 'nt7': 6, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 24, 'nt11': 0, 'nt12': 0, 'nt13': 1, 'nt14': 78, 'nt15': 34, 'nt16': 10, 'nt2': 73, 'nt3': 73, 'nt4': 11, 'nt5': 0, 'nt6': 24, 'nt7': 6, 'nt8': 0, 'nt9': 0}, 
1790.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': 0.0, 'nt12': 0.0, 'nt13': 0.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -4.0, 'nt5': 0.0, 'nt6': -4.0, 'nt7': -0.16517857, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 24, 'nt11': 0, 'nt12': 0, 'nt13': 0, 'nt14': 24, 'nt15': 24, 'nt16': 10, 'nt2': 24, 'nt3': 24, 'nt4': 10, 'nt5': 0, 'nt6': 24, 'nt7': 5, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 24, 'nt11': 0, 'nt12': 0, 'nt13': 0, 'nt14': 78, 'nt15': 34, 'nt16': 10, 'nt2': 73, 'nt3': 73, 'nt4': 11, 'nt5': 0, 'nt6': 24, 'nt7': 5, 'nt8': 0, 'nt9': 0}, 
1795.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': 0.0, 'nt12': 0.0, 'nt13': -0.017857144, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -4.0, 'nt5': 0.0, 'nt6': -4.0, 'nt7': -0.2767857, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 24, 'nt11': 0, 'nt12': 0, 'nt13': 1, 'nt14': 24, 'nt15': 24, 'nt16': 10, 'nt2': 24, 'nt3': 24, 'nt4': 10, 'nt5': 0, 'nt6': 24, 'nt7': 5, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 24, 'nt11': 0, 'nt12': 0, 'nt13': 1, 'nt14': 78, 'nt15': 34, 'nt16': 10, 'nt2': 73, 'nt3': 73, 'nt4': 10, 'nt5': 0, 'nt6': 24, 'nt7': 5, 'nt8': 0, 'nt9': 0}, 
1800.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': 0.0, 'nt12': 0.0, 'nt13': -0.04017857, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -4.0, 'nt5': 0.0, 'nt6': -4.0, 'nt7': -0.20982143, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 24, 'nt11': 0, 'nt12': 0, 'nt13': 1, 'nt14': 24, 'nt15': 24, 'nt16': 10, 'nt2': 24, 'nt3': 24, 'nt4': 10, 'nt5': 0, 'nt6': 24, 'nt7': 3, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 24, 'nt11': 0, 'nt12': 0, 'nt13': 1, 'nt14': 78, 'nt15': 34, 'nt16': 10, 'nt2': 73, 'nt3': 73, 'nt4': 10, 'nt5': 0, 'nt6': 24, 'nt7': 3, 'nt8': 0, 'nt9': 0}, 
1805.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': 0.0, 'nt12': 0.0, 'nt13': -0.08035714, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -4.0, 'nt5': 0.0, 'nt6': -4.0, 'nt7': -0.084821425, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 24, 'nt11': 0, 'nt12': 0, 'nt13': 3, 'nt14': 24, 'nt15': 24, 'nt16': 10, 'nt2': 24, 'nt3': 24, 'nt4': 10, 'nt5': 0, 'nt6': 24, 'nt7': 1, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 24, 'nt11': 0, 'nt12': 0, 'nt13': 3, 'nt14': 78, 'nt15': 34, 'nt16': 10, 'nt2': 73, 'nt3': 73, 'nt4': 10, 'nt5': 0, 'nt6': 24, 'nt7': 1, 'nt8': 0, 'nt9': 0}, 
1810.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': 0.0, 'nt12': 0.0, 'nt13': -0.14732143, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -4.0, 'nt5': 0.0, 'nt6': -4.0, 'nt7': 0.0, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 24, 'nt11': 0, 'nt12': 0, 'nt13': 3, 'nt14': 24, 'nt15': 24, 'nt16': 10, 'nt2': 24, 'nt3': 24, 'nt4': 10, 'nt5': 0, 'nt6': 24, 'nt7': 0, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 24, 'nt11': 0, 'nt12': 0, 'nt13': 3, 'nt14': 78, 'nt15': 34, 'nt16': 10, 'nt2': 73, 'nt3': 73, 'nt4': 10, 'nt5': 0, 'nt6': 24, 'nt7': 0, 'nt8': 0, 'nt9': 0}, 
1815.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': 0.0, 'nt12': 0.0, 'nt13': -0.21428572, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -4.0, 'nt5': 0.0, 'nt6': -4.0, 'nt7': -0.017857144, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 24, 'nt11': 0, 'nt12': 0, 'nt13': 3, 'nt14': 24, 'nt15': 24, 'nt16': 10, 'nt2': 24, 'nt3': 24, 'nt4': 10, 'nt5': 0, 'nt6': 24, 'nt7': 1, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 24, 'nt11': 0, 'nt12': 0, 'nt13': 3, 'nt14': 78, 'nt15': 34, 'nt16': 10, 'nt2': 73, 'nt3': 73, 'nt4': 10, 'nt5': 0, 'nt6': 24, 'nt7': 1, 'nt8': 0, 'nt9': 0}, 
1820.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': 0.0, 'nt12': 0.0, 'nt13': -0.28125, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -4.0, 'nt5': 0.0, 'nt6': -4.0, 'nt7': -0.05357143, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 24, 'nt11': 0, 'nt12': 0, 'nt13': 3, 'nt14': 24, 'nt15': 24, 'nt16': 10, 'nt2': 24, 'nt3': 24, 'nt4': 10, 'nt5': 0, 'nt6': 24, 'nt7': 2, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 24, 'nt11': 0, 'nt12': 0, 'nt13': 3, 'nt14': 78, 'nt15': 34, 'nt16': 10, 'nt2': 73, 'nt3': 73, 'nt4': 10, 'nt5': 0, 'nt6': 24, 'nt7': 2, 'nt8': 0, 'nt9': 0}, 
1825.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': -0.004464286, 'nt12': 0.0, 'nt13': -0.3482143, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -4.0, 'nt5': 0.0, 'nt6': -4.0, 'nt7': -0.09821428, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 24, 'nt11': 1, 'nt12': 0, 'nt13': 3, 'nt14': 24, 'nt15': 24, 'nt16': 10, 'nt2': 24, 'nt3': 24, 'nt4': 10, 'nt5': 0, 'nt6': 24, 'nt7': 2, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 24, 'nt11': 1, 'nt12': 0, 'nt13': 3, 'nt14': 78, 'nt15': 34, 'nt16': 10, 'nt2': 73, 'nt3': 73, 'nt4': 10, 'nt5': 0, 'nt6': 24, 'nt7': 2, 'nt8': 0, 'nt9': 0}, 
1830.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': 0.0, 'nt12': 0.0, 'nt13': -0.125, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -4.0, 'nt5': 0.0, 'nt6': -4.0, 'nt7': -0.14285715, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 24, 'nt11': 0, 'nt12': 0, 'nt13': 2, 'nt14': 24, 'nt15': 24, 'nt16': 10, 'nt2': 24, 'nt3': 24, 'nt4': 10, 'nt5': 0, 'nt6': 24, 'nt7': 2, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 24, 'nt11': 0, 'nt12': 0, 'nt13': 2, 'nt14': 78, 'nt15': 34, 'nt16': 10, 'nt2': 73, 'nt3': 73, 'nt4': 10, 'nt5': 0, 'nt6': 24, 'nt7': 2, 'nt8': 0, 'nt9': 0}, 
1835.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': 0.0, 'nt12': 0.0, 'nt13': 0.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -4.0, 'nt5': 0.0, 'nt6': -4.0, 'nt7': -0.1875, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 24, 'nt11': 0, 'nt12': 0, 'nt13': 0, 'nt14': 24, 'nt15': 24, 'nt16': 10, 'nt2': 24, 'nt3': 24, 'nt4': 10, 'nt5': 0, 'nt6': 24, 'nt7': 2, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 24, 'nt11': 0, 'nt12': 0, 'nt13': 0, 'nt14': 78, 'nt15': 34, 'nt16': 10, 'nt2': 73, 'nt3': 73, 'nt4': 10, 'nt5': 0, 'nt6': 24, 'nt7': 2, 'nt8': 0, 'nt9': 0}, 
1840.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': 0.0, 'nt12': 0.0, 'nt13': 0.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -4.0, 'nt5': 0.0, 'nt6': -4.0, 'nt7': 0.0, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 24, 'nt11': 0, 'nt12': 0, 'nt13': 0, 'nt14': 24, 'nt15': 24, 'nt16': 10, 'nt2': 24, 'nt3': 24, 'nt4': 10, 'nt5': 0, 'nt6': 24, 'nt7': 0, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 24, 'nt11': 0, 'nt12': 0, 'nt13': 0, 'nt14': 78, 'nt15': 34, 'nt16': 10, 'nt2': 73, 'nt3': 73, 'nt4': 10, 'nt5': 0, 'nt6': 24, 'nt7': 0, 'nt8': 0, 'nt9': 0}, 
1845.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': 0.0, 'nt12': 0.0, 'nt13': 0.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -4.0, 'nt5': 0.0, 'nt6': -4.0, 'nt7': -0.008928572, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 24, 'nt11': 0, 'nt12': 0, 'nt13': 0, 'nt14': 24, 'nt15': 24, 'nt16': 10, 'nt2': 24, 'nt3': 24, 'nt4': 10, 'nt5': 0, 'nt6': 24, 'nt7': 1, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 24, 'nt11': 0, 'nt12': 0, 'nt13': 0, 'nt14': 78, 'nt15': 34, 'nt16': 10, 'nt2': 73, 'nt3': 73, 'nt4': 12, 'nt5': 0, 'nt6': 24, 'nt7': 1, 'nt8': 0, 'nt9': 0}, 
1850.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': 0.0, 'nt12': 0.0, 'nt13': 0.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -4.0, 'nt5': 0.0, 'nt6': -4.0, 'nt7': 0.0, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 24, 'nt11': 0, 'nt12': 0, 'nt13': 0, 'nt14': 24, 'nt15': 24, 'nt16': 10, 'nt2': 24, 'nt3': 24, 'nt4': 10, 'nt5': 0, 'nt6': 24, 'nt7': 0, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 24, 'nt11': 0, 'nt12': 0, 'nt13': 0, 'nt14': 78, 'nt15': 34, 'nt16': 10, 'nt2': 73, 'nt3': 73, 'nt4': 14, 'nt5': 0, 'nt6': 24, 'nt7': 0, 'nt8': 0, 'nt9': 0}, 
1855.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': 0.0, 'nt12': 0.0, 'nt13': 0.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -4.0, 'nt5': 0.0, 'nt6': -4.0, 'nt7': -0.004464286, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 24, 'nt11': 0, 'nt12': 0, 'nt13': 0, 'nt14': 24, 'nt15': 24, 'nt16': 10, 'nt2': 24, 'nt3': 24, 'nt4': 10, 'nt5': 0, 'nt6': 24, 'nt7': 1, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 24, 'nt11': 0, 'nt12': 0, 'nt13': 0, 'nt14': 78, 'nt15': 34, 'nt16': 10, 'nt2': 73, 'nt3': 73, 'nt4': 13, 'nt5': 0, 'nt6': 24, 'nt7': 1, 'nt8': 0, 'nt9': 0}, 
1860.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': 0.0, 'nt12': 0.0, 'nt13': 0.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -4.0, 'nt5': 0.0, 'nt6': -4.0, 'nt7': -0.026785715, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 24, 'nt11': 0, 'nt12': 0, 'nt13': 0, 'nt14': 24, 'nt15': 24, 'nt16': 10, 'nt2': 24, 'nt3': 24, 'nt4': 10, 'nt5': 0, 'nt6': 24, 'nt7': 1, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 24, 'nt11': 0, 'nt12': 0, 'nt13': 0, 'nt14': 78, 'nt15': 34, 'nt16': 10, 'nt2': 73, 'nt3': 73, 'nt4': 10, 'nt5': 0, 'nt6': 24, 'nt7': 1, 'nt8': 0, 'nt9': 0}, 
1865.0, {'nt1': -4.0, 'nt10': -4.0, 'nt11': 0.0, 'nt12': 0.0, 'nt13': 0.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -4.0, 'nt5': 0.0, 'nt6': -4.0, 'nt7': -0.04910714, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 9, 'nt10': 24, 'nt11': 0, 'nt12': 0, 'nt13': 0, 'nt14': 24, 'nt15': 24, 'nt16': 10, 'nt2': 24, 'nt3': 24, 'nt4': 10, 'nt5': 0, 'nt6': 24, 'nt7': 1, 'nt8': 0, 'nt9': 0}, {'nt1': 9, 'nt10': 24, 'nt11': 0, 'nt12': 0, 'nt13': 0, 'nt14': 78, 'nt15': 34, 'nt16': 10, 'nt2': 73, 'nt3': 73, 'nt4': 10, 'nt5': 0, 'nt6': 24, 'nt7': 1, 'nt8': 0, 'nt9': 0}, 
