5.0, {'nt1': 0.0, 'nt10': 0.0, 'nt11': 0.0, 'nt12': 0.0, 'nt13': 0.0, 'nt14': 0.0, 'nt15': 0.0, 'nt16': 0.0, 'nt2': 0.0, 'nt3': -0.004464286, 'nt4': 0.0, 'nt5': 0.0, 'nt6': 0.0, 'nt7': 0.0, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 0, 'nt10': 0, 'nt11': 0, 'nt12': 0, 'nt13': 0, 'nt14': 0, 'nt15': 0, 'nt16': 0, 'nt2': 0, 'nt3': 1, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 0, 'nt8': 0, 'nt9': 0}, {'nt1': 0, 'nt10': 0, 'nt11': 0, 'nt12': 0, 'nt13': 0, 'nt14': 0, 'nt15': 0, 'nt16': 0, 'nt2': 0, 'nt3': 1, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 0, 'nt8': 0, 'nt9': 0}, 
1960.0, {'nt1': -4.0, 'nt10': -0.3392857, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -2.0089285, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -0.004464286, 'nt5': -2.6785715, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -1.2321428}, {'nt1': 9, 'nt10': 3, 'nt11': 18, 'nt12': 0, 'nt13': 20, 'nt14': 22, 'nt15': 24, 'nt16': 10, 'nt2': 24, 'nt3': 23, 'nt4': 1, 'nt5': 9, 'nt6': 22, 'nt7': 20, 'nt8': 0, 'nt9': 6}, {'nt1': 9, 'nt10': 3, 'nt11': 36, 'nt12': 0, 'nt13': 32, 'nt14': 65, 'nt15': 63, 'nt16': 10, 'nt2': 69, 'nt3': 73, 'nt4': 1, 'nt5': 9, 'nt6': 22, 'nt7': 38, 'nt8': 0, 'nt9': 9}, 
1965.0, {'nt1': -4.0, 'nt10': -0.41517857, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -2.232143, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -0.04464286, 'nt5': -2.9151785, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -1.4821428}, {'nt1': 9, 'nt10': 4, 'nt11': 17, 'nt12': 0, 'nt13': 19, 'nt14': 22, 'nt15': 23, 'nt16': 10, 'nt2': 24, 'nt3': 23, 'nt4': 2, 'nt5': 9, 'nt6': 23, 'nt7': 20, 'nt8': 0, 'nt9': 9}, {'nt1': 9, 'nt10': 4, 'nt11': 33, 'nt12': 0, 'nt13': 31, 'nt14': 65, 'nt15': 61, 'nt16': 10, 'nt2': 69, 'nt3': 71, 'nt4': 2, 'nt5': 12, 'nt6': 23, 'nt7': 40, 'nt8': 0, 'nt9': 12}, 
1970.0, {'nt1': -4.0, 'nt10': -0.50446427, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -2.455357, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -0.04017857, 'nt5': -1.9955357, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -1.2232143}, {'nt1': 9, 'nt10': 4, 'nt11': 17, 'nt12': 0, 'nt13': 19, 'nt14': 23, 'nt15': 23, 'nt16': 10, 'nt2': 24, 'nt3': 22, 'nt4': 1, 'nt5': 7, 'nt6': 21, 'nt7': 20, 'nt8': 0, 'nt9': 10}, {'nt1': 9, 'nt10': 4, 'nt11': 33, 'nt12': 0, 'nt13': 30, 'nt14': 64, 'nt15': 58, 'nt16': 10, 'nt2': 69, 'nt3': 69, 'nt4': 1, 'nt5': 9, 'nt6': 21, 'nt7': 40, 'nt8': 0, 'nt9': 11}, 
1975.0, {'nt1': -4.0, 'nt10': -0.6160714, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -2.6785715, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -0.08035714, 'nt5': -1.1875, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -1.46875}, {'nt1': 9, 'nt10': 6, 'nt11': 19, 'nt12': 0, 'nt13': 19, 'nt14': 23, 'nt15': 22, 'nt16': 10, 'nt2': 23, 'nt3': 22, 'nt4': 1, 'nt5': 6, 'nt6': 21, 'nt7': 21, 'nt8': 0, 'nt9': 10}, {'nt1': 10, 'nt10': 6, 'nt11': 38, 'nt12': 0, 'nt13': 29, 'nt14': 66, 'nt15': 56, 'nt16': 10, 'nt2': 69, 'nt3': 70, 'nt4': 2, 'nt5': 6, 'nt6': 21, 'nt7': 41, 'nt8': 0, 'nt9': 11}, 
1980.0, {'nt1': -4.0, 'nt10': -0.75, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -2.9017856, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': -1.3214285, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -1.0133928}, {'nt1': 9, 'nt10': 6, 'nt11': 19, 'nt12': 0, 'nt13': 18, 'nt14': 23, 'nt15': 21, 'nt16': 10, 'nt2': 24, 'nt3': 23, 'nt4': 0, 'nt5': 6, 'nt6': 21, 'nt7': 21, 'nt8': 0, 'nt9': 8}, {'nt1': 9, 'nt10': 6, 'nt11': 38, 'nt12': 0, 'nt13': 28, 'nt14': 65, 'nt15': 57, 'nt16': 10, 'nt2': 70, 'nt3': 71, 'nt4': 0, 'nt5': 6, 'nt6': 21, 'nt7': 41, 'nt8': 0, 'nt9': 8}, 
1985.0, {'nt1': -4.0, 'nt10': -0.90625, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -3.125, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': -1.0535715, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -1.1919643}, {'nt1': 9, 'nt10': 7, 'nt11': 20, 'nt12': 0, 'nt13': 16, 'nt14': 22, 'nt15': 22, 'nt16': 10, 'nt2': 24, 'nt3': 22, 'nt4': 0, 'nt5': 5, 'nt6': 21, 'nt7': 20, 'nt8': 0, 'nt9': 8}, {'nt1': 9, 'nt10': 7, 'nt11': 39, 'nt12': 0, 'nt13': 27, 'nt14': 63, 'nt15': 58, 'nt16': 10, 'nt2': 70, 'nt3': 71, 'nt4': 0, 'nt5': 5, 'nt6': 21, 'nt7': 38, 'nt8': 0, 'nt9': 8}, 
1990.0, {'nt1': -4.0, 'nt10': -1.0625, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -3.3660715, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': -1.1696428, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -1.3705357}, {'nt1': 9, 'nt10': 7, 'nt11': 19, 'nt12': 0, 'nt13': 13, 'nt14': 22, 'nt15': 21, 'nt16': 10, 'nt2': 23, 'nt3': 22, 'nt4': 0, 'nt5': 5, 'nt6': 21, 'nt7': 22, 'nt8': 0, 'nt9': 8}, {'nt1': 9, 'nt10': 7, 'nt11': 36, 'nt12': 0, 'nt13': 26, 'nt14': 64, 'nt15': 57, 'nt16': 11, 'nt2': 69, 'nt3': 70, 'nt4': 0, 'nt5': 6, 'nt6': 21, 'nt7': 40, 'nt8': 0, 'nt9': 8}, 
1995.0, {'nt1': -4.0, 'nt10': -0.62946427, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -2.669643, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': -1.3169643, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -1.5535715}, {'nt1': 9, 'nt10': 5, 'nt11': 19, 'nt12': 0, 'nt13': 13, 'nt14': 23, 'nt15': 22, 'nt16': 8, 'nt2': 23, 'nt3': 23, 'nt4': 0, 'nt5': 5, 'nt6': 21, 'nt7': 23, 'nt8': 0, 'nt9': 8}, {'nt1': 9, 'nt10': 5, 'nt11': 34, 'nt12': 0, 'nt13': 26, 'nt14': 64, 'nt15': 56, 'nt16': 9, 'nt2': 66, 'nt3': 69, 'nt4': 0, 'nt5': 7, 'nt6': 21, 'nt7': 41, 'nt8': 0, 'nt9': 9}, 
2000.0, {'nt1': -4.0, 'nt10': -0.7410714, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -2.8705356, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': -0.7276786, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -1.0044643}, {'nt1': 9, 'nt10': 5, 'nt11': 19, 'nt12': 0, 'nt13': 14, 'nt14': 23, 'nt15': 21, 'nt16': 8, 'nt2': 23, 'nt3': 23, 'nt4': 0, 'nt5': 6, 'nt6': 21, 'nt7': 23, 'nt8': 0, 'nt9': 7}, {'nt1': 9, 'nt10': 5, 'nt11': 32, 'nt12': 0, 'nt13': 26, 'nt14': 66, 'nt15': 54, 'nt16': 9, 'nt2': 69, 'nt3': 67, 'nt4': 0, 'nt5': 6, 'nt6': 21, 'nt7': 41, 'nt8': 0, 'nt9': 7}, 
2005.0, {'nt1': -4.0, 'nt10': -0.8526786, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -3.0714285, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -0.013392857, 'nt5': -0.3080357, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -1.2232143}, {'nt1': 9, 'nt10': 5, 'nt11': 19, 'nt12': 0, 'nt13': 14, 'nt14': 23, 'nt15': 21, 'nt16': 8, 'nt2': 23, 'nt3': 22, 'nt4': 1, 'nt5': 7, 'nt6': 21, 'nt7': 23, 'nt8': 0, 'nt9': 11}, {'nt1': 9, 'nt10': 5, 'nt11': 29, 'nt12': 0, 'nt13': 26, 'nt14': 67, 'nt15': 56, 'nt16': 9, 'nt2': 72, 'nt3': 66, 'nt4': 1, 'nt5': 7, 'nt6': 21, 'nt7': 41, 'nt8': 0, 'nt9': 11}, 
2010.0, {'nt1': -4.0, 'nt10': -0.98660713, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -3.1651785, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': -0.4642857, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -1.0044643}, {'nt1': 9, 'nt10': 7, 'nt11': 19, 'nt12': 0, 'nt13': 13, 'nt14': 23, 'nt15': 21, 'nt16': 8, 'nt2': 23, 'nt3': 22, 'nt4': 0, 'nt5': 7, 'nt6': 23, 'nt7': 23, 'nt8': 0, 'nt9': 9}, {'nt1': 9, 'nt10': 7, 'nt11': 29, 'nt12': 0, 'nt13': 27, 'nt14': 65, 'nt15': 58, 'nt16': 8, 'nt2': 73, 'nt3': 64, 'nt4': 0, 'nt5': 7, 'nt6': 23, 'nt7': 41, 'nt8': 0, 'nt9': 9}, 
2015.0, {'nt1': -4.0, 'nt10': -1.1428572, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -3.3705356, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -0.008928572, 'nt5': -0.62053573, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -1.2053572}, {'nt1': 8, 'nt10': 7, 'nt11': 19, 'nt12': 0, 'nt13': 13, 'nt14': 23, 'nt15': 21, 'nt16': 10, 'nt2': 23, 'nt3': 22, 'nt4': 1, 'nt5': 7, 'nt6': 23, 'nt7': 23, 'nt8': 0, 'nt9': 9}, {'nt1': 8, 'nt10': 7, 'nt11': 29, 'nt12': 0, 'nt13': 26, 'nt14': 64, 'nt15': 63, 'nt16': 10, 'nt2': 72, 'nt3': 67, 'nt4': 1, 'nt5': 7, 'nt6': 23, 'nt7': 42, 'nt8': 0, 'nt9': 9}, 
2020.0, {'nt1': -4.0, 'nt10': -1.2991072, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -2.53125, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': -0.78571427, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -1.1428572}, {'nt1': 8, 'nt10': 7, 'nt11': 19, 'nt12': 0, 'nt13': 15, 'nt14': 23, 'nt15': 21, 'nt16': 8, 'nt2': 24, 'nt3': 22, 'nt4': 0, 'nt5': 7, 'nt6': 21, 'nt7': 23, 'nt8': 0, 'nt9': 8}, {'nt1': 9, 'nt10': 7, 'nt11': 29, 'nt12': 0, 'nt13': 26, 'nt14': 62, 'nt15': 63, 'nt16': 8, 'nt2': 71, 'nt3': 70, 'nt4': 0, 'nt5': 8, 'nt6': 21, 'nt7': 44, 'nt8': 0, 'nt9': 8}, 
2025.0, {'nt1': -4.0, 'nt10': -1.4553572, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -2.7098215, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': -0.96428573, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -1.3214285}, {'nt1': 8, 'nt10': 7, 'nt11': 21, 'nt12': 0, 'nt13': 19, 'nt14': 23, 'nt15': 22, 'nt16': 8, 'nt2': 24, 'nt3': 21, 'nt4': 0, 'nt5': 7, 'nt6': 21, 'nt7': 21, 'nt8': 0, 'nt9': 8}, {'nt1': 8, 'nt10': 7, 'nt11': 31, 'nt12': 0, 'nt13': 29, 'nt14': 61, 'nt15': 63, 'nt16': 8, 'nt2': 70, 'nt3': 71, 'nt4': 0, 'nt5': 8, 'nt6': 21, 'nt7': 42, 'nt8': 0, 'nt9': 8}, 
2030.0, {'nt1': -4.0, 'nt10': -1.2723215, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -2.3973215, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': -1.1651785, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -0.92410713}, {'nt1': 8, 'nt10': 8, 'nt11': 23, 'nt12': 0, 'nt13': 20, 'nt14': 23, 'nt15': 23, 'nt16': 7, 'nt2': 24, 'nt3': 21, 'nt4': 0, 'nt5': 7, 'nt6': 19, 'nt7': 21, 'nt8': 0, 'nt9': 6}, {'nt1': 8, 'nt10': 8, 'nt11': 33, 'nt12': 0, 'nt13': 30, 'nt14': 60, 'nt15': 66, 'nt16': 7, 'nt2': 70, 'nt3': 73, 'nt4': 0, 'nt5': 9, 'nt6': 19, 'nt7': 42, 'nt8': 0, 'nt9': 6}, 
2035.0, {'nt1': -4.0, 'nt10': -1.4508928, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -2.5535715, 'nt2': -4.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': -0.98214287, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -1.0580357}, {'nt1': 9, 'nt10': 8, 'nt11': 23, 'nt12': 0, 'nt13': 19, 'nt14': 22, 'nt15': 24, 'nt16': 7, 'nt2': 24, 'nt3': 21, 'nt4': 0, 'nt5': 7, 'nt6': 20, 'nt7': 22, 'nt8': 0, 'nt9': 6}, {'nt1': 9, 'nt10': 8, 'nt11': 31, 'nt12': 0, 'nt13': 29, 'nt14': 59, 'nt15': 67, 'nt16': 7, 'nt2': 71, 'nt3': 74, 'nt4': 0, 'nt5': 7, 'nt6': 20, 'nt7': 41, 'nt8': 0, 'nt9': 6}, 
2040.0, {'nt1': -4.0, 'nt10': -1.6294643, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -2.7098215, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -0.02232143, 'nt5': -1.1383928, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -0.875}, {'nt1': 9, 'nt10': 8, 'nt11': 23, 'nt12': 0, 'nt13': 19, 'nt14': 23, 'nt15': 24, 'nt16': 7, 'nt2': 24, 'nt3': 23, 'nt4': 1, 'nt5': 7, 'nt6': 20, 'nt7': 22, 'nt8': 0, 'nt9': 5}, {'nt1': 9, 'nt10': 8, 'nt11': 31, 'nt12': 0, 'nt13': 28, 'nt14': 58, 'nt15': 68, 'nt16': 7, 'nt2': 71, 'nt3': 77, 'nt4': 2, 'nt5': 7, 'nt6': 20, 'nt7': 40, 'nt8': 0, 'nt9': 5}, 
2045.0, {'nt1': -4.0, 'nt10': -1.8125, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -2.8794644, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -0.03125, 'nt5': -1.3080357, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -0.9910714}, {'nt1': 9, 'nt10': 9, 'nt11': 23, 'nt12': 0, 'nt13': 21, 'nt14': 23, 'nt15': 24, 'nt16': 9, 'nt2': 24, 'nt3': 23, 'nt4': 1, 'nt5': 7, 'nt6': 20, 'nt7': 22, 'nt8': 0, 'nt9': 5}, {'nt1': 9, 'nt10': 9, 'nt11': 31, 'nt12': 0, 'nt13': 29, 'nt14': 57, 'nt15': 66, 'nt16': 9, 'nt2': 71, 'nt3': 75, 'nt4': 1, 'nt5': 8, 'nt6': 23, 'nt7': 40, 'nt8': 0, 'nt9': 6}, 
2050.0, {'nt1': -4.0, 'nt10': -1.625, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -3.0982144, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -0.06696428, 'nt5': -1.5223215, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -1.1428572}, {'nt1': 9, 'nt10': 8, 'nt11': 23, 'nt12': 0, 'nt13': 22, 'nt14': 22, 'nt15': 24, 'nt16': 10, 'nt2': 22, 'nt3': 23, 'nt4': 2, 'nt5': 9, 'nt6': 20, 'nt7': 22, 'nt8': 0, 'nt9': 5}, {'nt1': 9, 'nt10': 8, 'nt11': 31, 'nt12': 0, 'nt13': 29, 'nt14': 57, 'nt15': 65, 'nt16': 10, 'nt2': 67, 'nt3': 73, 'nt4': 2, 'nt5': 11, 'nt6': 23, 'nt7': 40, 'nt8': 0, 'nt9': 7}, 
2055.0, {'nt1': -4.0, 'nt10': -1.8169643, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -3.3214285, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -0.12946428, 'nt5': -1.7901785, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -1.3348215}, {'nt1': 9, 'nt10': 9, 'nt11': 21, 'nt12': 0, 'nt13': 22, 'nt14': 20, 'nt15': 24, 'nt16': 10, 'nt2': 22, 'nt3': 23, 'nt4': 3, 'nt5': 11, 'nt6': 20, 'nt7': 21, 'nt8': 0, 'nt9': 8}, {'nt1': 9, 'nt10': 9, 'nt11': 29, 'nt12': 0, 'nt13': 29, 'nt14': 54, 'nt15': 64, 'nt16': 10, 'nt2': 64, 'nt3': 71, 'nt4': 3, 'nt5': 13, 'nt6': 22, 'nt7': 38, 'nt8': 0, 'nt9': 10}, 
2060.0, {'nt1': -4.0, 'nt10': -2.017857, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -3.544643, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -0.19642857, 'nt5': -2.0892856, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -1.1830357}, {'nt1': 9, 'nt10': 9, 'nt11': 21, 'nt12': 0, 'nt13': 22, 'nt14': 22, 'nt15': 24, 'nt16': 10, 'nt2': 22, 'nt3': 23, 'nt4': 3, 'nt5': 11, 'nt6': 19, 'nt7': 21, 'nt8': 0, 'nt9': 9}, {'nt1': 9, 'nt10': 9, 'nt11': 31, 'nt12': 0, 'nt13': 29, 'nt14': 54, 'nt15': 65, 'nt16': 10, 'nt2': 59, 'nt3': 71, 'nt4': 3, 'nt5': 14, 'nt6': 19, 'nt7': 35, 'nt8': 0, 'nt9': 9}, 
2065.0, {'nt1': -4.0, 'nt10': -2.21875, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -3.7723215, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -0.28125, 'nt5': -2.419643, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -1.09375}, {'nt1': 9, 'nt10': 9, 'nt11': 22, 'nt12': 0, 'nt13': 22, 'nt14': 22, 'nt15': 24, 'nt16': 10, 'nt2': 22, 'nt3': 24, 'nt4': 4, 'nt5': 12, 'nt6': 20, 'nt7': 23, 'nt8': 0, 'nt9': 8}, {'nt1': 9, 'nt10': 9, 'nt11': 32, 'nt12': 0, 'nt13': 27, 'nt14': 52, 'nt15': 65, 'nt16': 11, 'nt2': 55, 'nt3': 73, 'nt4': 4, 'nt5': 16, 'nt6': 20, 'nt7': 37, 'nt8': 0, 'nt9': 8}, 
2070.0, {'nt1': -4.0, 'nt10': -2.4464285, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -0.38392857, 'nt5': -2.794643, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -1.2723215}, {'nt1': 9, 'nt10': 11, 'nt11': 22, 'nt12': 0, 'nt13': 22, 'nt14': 21, 'nt15': 24, 'nt16': 10, 'nt2': 22, 'nt3': 24, 'nt4': 5, 'nt5': 13, 'nt6': 20, 'nt7': 23, 'nt8': 0, 'nt9': 8}, {'nt1': 9, 'nt10': 11, 'nt11': 31, 'nt12': 0, 'nt13': 28, 'nt14': 51, 'nt15': 63, 'nt16': 11, 'nt2': 54, 'nt3': 76, 'nt4': 5, 'nt5': 17, 'nt6': 20, 'nt7': 37, 'nt8': 0, 'nt9': 8}, 
2075.0, {'nt1': -4.0, 'nt10': -2.7276785, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -0.50446427, 'nt5': -3.174107, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -1.4508928}, {'nt1': 7, 'nt10': 13, 'nt11': 22, 'nt12': 0, 'nt13': 24, 'nt14': 21, 'nt15': 24, 'nt16': 10, 'nt2': 23, 'nt3': 23, 'nt4': 6, 'nt5': 13, 'nt6': 20, 'nt7': 23, 'nt8': 0, 'nt9': 8}, {'nt1': 7, 'nt10': 13, 'nt11': 31, 'nt12': 0, 'nt13': 30, 'nt14': 49, 'nt15': 61, 'nt16': 11, 'nt2': 52, 'nt3': 76, 'nt4': 6, 'nt5': 17, 'nt6': 21, 'nt7': 37, 'nt8': 0, 'nt9': 8}, 
2080.0, {'nt1': -4.0, 'nt10': -3.0401785, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -0.6473214, 'nt5': -2.8660715, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -1.6294643}, {'nt1': 5, 'nt10': 14, 'nt11': 22, 'nt12': 0, 'nt13': 24, 'nt14': 23, 'nt15': 23, 'nt16': 10, 'nt2': 23, 'nt3': 22, 'nt4': 7, 'nt5': 12, 'nt6': 20, 'nt7': 23, 'nt8': 0, 'nt9': 8}, {'nt1': 5, 'nt10': 15, 'nt11': 31, 'nt12': 0, 'nt13': 31, 'nt14': 48, 'nt15': 58, 'nt16': 11, 'nt2': 49, 'nt3': 74, 'nt4': 7, 'nt5': 16, 'nt6': 22, 'nt7': 35, 'nt8': 0, 'nt9': 8}, 
2085.0, {'nt1': -1.0714285, 'nt10': -3.4107144, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -0.80803573, 'nt5': -3.2232144, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -1.8080357}, {'nt1': 2, 'nt10': 14, 'nt11': 21, 'nt12': 0, 'nt13': 24, 'nt14': 23, 'nt15': 23, 'nt16': 10, 'nt2': 23, 'nt3': 21, 'nt4': 8, 'nt5': 12, 'nt6': 20, 'nt7': 23, 'nt8': 0, 'nt9': 8}, {'nt1': 2, 'nt10': 17, 'nt11': 29, 'nt12': 0, 'nt13': 34, 'nt14': 49, 'nt15': 58, 'nt16': 11, 'nt2': 46, 'nt3': 74, 'nt4': 8, 'nt5': 16, 'nt6': 24, 'nt7': 35, 'nt8': 0, 'nt9': 8}, 
2090.0, {'nt1': 0.0, 'nt10': -2.6919644, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -0.98660713, 'nt5': -3.607143, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -1.9866072}, {'nt1': 0, 'nt10': 15, 'nt11': 21, 'nt12': 0, 'nt13': 24, 'nt14': 23, 'nt15': 23, 'nt16': 10, 'nt2': 22, 'nt3': 21, 'nt4': 8, 'nt5': 14, 'nt6': 20, 'nt7': 23, 'nt8': 0, 'nt9': 8}, {'nt1': 0, 'nt10': 16, 'nt11': 31, 'nt12': 0, 'nt13': 34, 'nt14': 50, 'nt15': 56, 'nt16': 12, 'nt2': 43, 'nt3': 73, 'nt4': 8, 'nt5': 18, 'nt6': 24, 'nt7': 38, 'nt8': 0, 'nt9': 8}, 
2095.0, {'nt1': -0.008928572, 'nt10': -3.0714285, 'nt11': -4.0, 'nt12': 0.0, 'nt13': -4.0, 'nt14': -4.0, 'nt15': -4.0, 'nt16': -4.0, 'nt2': -4.0, 'nt3': -4.0, 'nt4': -1.1875, 'nt5': -4.0, 'nt6': -4.0, 'nt7': -4.0, 'nt8': 0.0, 'nt9': -2.169643}, {'nt1': 1, 'nt10': 16, 'nt11': 22, 'nt12': 0, 'nt13': 22, 'nt14': 23, 'nt15': 24, 'nt16': 10, 'nt2': 22, 'nt3': 22, 'nt4': 9, 'nt5': 14, 'nt6': 19, 'nt7': 24, 'nt8': 0, 'nt9': 9}, {'nt1': 1, 'nt10': 17, 'nt11': 34, 'nt12': 0, 'nt13': 33, 'nt14': 50, 'nt15': 53, 'nt16': 11, 'nt2': 41, 'nt3': 74, 'nt4': 9, 'nt5': 20, 'nt6': 23, 'nt7': 42, 'nt8': 0, 'nt9': 9}, 
